			PCS		1/8			P		
			PCS		1/8			P		
			PCS		2/8			P		
			PCS		2/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		2/8			P		
			PCS		1/8			P		
			PCS		2/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		2/8			P		
			PCS		8/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		3/8			P		
			PCS		8/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		0/6			P		
			PCS		1/8			P		
			PCS		7/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		8/8			P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		1/1			P		
			TAS					P		
			PCS		1/1			P		
			IEA					P		
			TAS					P		
			PCS		1/1			C		
			TAS					P		
			IEA					P		
			IEA					P		
			PCS		1/1			P		
			IEA					P		
			PCS		1/1			P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			PCS		1/1			P		
			IEA		HP:0040283			P		
			IEA					P		
			IEA					P		
			TAS					C		
			PCS		1/1			P		
			IEA					P		
			TAS					P		
			PCS		1/1			P		
			IEA					P		
			IEA					P		
			PCS		1/1			P		
			TAS					P		
			IEA					P		
			PCS					I		
			TAS					P		
			IEA					P		
			IEA					C		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			TAS					P		
			IEA					P		
			IEA					I		
			IEA					P		
			IEA					P		
			TAS		HP:0040282			P		
			PCS				HP:0025303	P		
			PCS					C		
			PCS					I		
			IEA					P		
			TAS					P		
			IEA					P		
			IEA					I		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			IEA					I		
			IEA					P		
			PCS					P		
			PCS		HP:0040284			P		
			IEA					P		
			PCS					P		
			PCS		HP:0040284			P		
			PCS		HP:0040284			P		
			IEA					P		
			IEA					P		
			PCS					P		
			PCS					P		
			PCS					P		
			PCS					P		
			PCS					P		
			PCS					P		
			IEA					P		
			PCS					P		
			PCS		HP:0040284			P		
			IEA					P		
			IEA					C		
			PCS					P		
			IEA					P		
			PCS		HP:0040284			P		
			PCS					P		
			PCS					P		
			PCS					P		
			PCS					P		
			IEA					P		
			PCS					P		
			PCS					P		
			PCS					I		
			PCS					P		
			PCS					P		
			IEA					P		
			IEA					P		
			PCS					P		
			PCS					P		
			PCS					P		
			PCS		HP:0040283			P		
			PCS		HP:0040284			P		
			PCS		12/12			P		
			PCS		3/3			P		
			PCS		6/7			P		
			PCS		2/5			P		
			PCS		3/5			P		
			PCS		3/3			C		
			PCS		1/2			P		
			PCS					I		
			PCS		11/12			P		
			PCS		7/7			P		
			PCS		2/2			P		
			PCS		4/4			P		
			IEA					P		
			PCS		2/2			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					I		
			PCS		4/4			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		2/4			P		
			PCS		2/4			P		
			PCS		4/4			C		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		3/4			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		2/4			P		
			PCS					I		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		2/4			P		
			PCS		2/3			P		
			PCS		3/9			P		
			PCS		1/3			P		
			PCS		1/6			P		
			PCS		4/8			P		
			PCS		2/6			P		
			PCS		1/3			P		
			PCS		2/6			P		
			PCS		3/3			P		
			PCS		9/9			P		
			PCS		1/6			P		
			PCS		7/9			P		
			PCS		3/3			P		
			PCS		1/3			P		
			PCS		1/6			P		
			PCS		3/9			P		
			PCS					C		
			PCS		3/3			P		
			PCS		2/3			P		
			PCS		2/3			P		
			PCS		2/3			P		
			PCS		1/6			P		
			PCS		2/3			P		
			PCS		2/6			P		
			PCS		7/9			P		
			PCS		1/6			P		
			PCS		2/6			P		
			PCS		3/3			P		
			PCS		1/6			P		
			PCS		1/6			P		
			PCS					I		
			PCS		2/6			P		
			PCS		2/6			P		
			PCS		4/6			P		
			PCS		2/6			P		
			PCS		2/6			P		
			PCS		6/9			P		
			PCS		2/6			P		
			PCS		1/3			P		
			PCS		2/6			P		
			PCS		3/3			P		
			PCS		2/9			P		
			PCS		2/6			P		
			PCS		3/3			P		
			PCS		3/3			P		
			PCS		5/9			P		
			PCS		3/3			P		
			PCS		2/3			P		
			PCS		3/9			P		
			PCS		6/9			P		
			PCS		1/6			P		
			PCS		2/6			P		
			PCS		1/6			P		
			PCS		5/5			P		
			PCS		2/5			P		
			PCS		2/6			P		
			PCS		1/6			P		
			PCS		4/6			P		
			PCS		4/9			P		
			PCS		1/6			P		
			PCS		2/6			P		
			PCS		2/6			P		
			PCS		1/3			P		
			PCS		1/6			C		
			PCS		6/6			P		
			PCS		5/6			C		
			PCS		1/6			P		
			PCS		6/6			P		
			PCS		0/6			P		
			PCS					I		
			PCS		2/2			P		
			PCS		2/2			P		
			TAS					P		
			PCS		2/2			P		
			PCS		2/2			C		
			PCS					I		
			TAS					P		
			TAS					P		
			PCS		2/2			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					I		
			IEA					P		
			PCS		2/3			P		
			PCS		2/3			P		
			PCS		2/3			P		
			PCS		1/3			P		
			PCS		2/3			P		
			PCS		2/3			C		
			PCS		1/3			P		
			PCS		3/3			P		
			PCS		1/3			P		
			PCS		3/3			P		
			PCS		3/3			P		
			PCS		1/3			P		
			PCS		1/3			C		
			PCS		1/3			P		
			PCS		1/3			P		
			PCS		1/3			P		
			PCS		2/3			P		
			PCS		3/3			P		
			PCS		1/3			P		
			PCS		3/3			P		
			PCS		3/3			P		
			PCS					I		
			PCS		1/3			P		
			PCS		1/3			P		
			PCS		2/3			P		
			PCS		2/3			P		
			IEA		HP:0040282			P		
			TAS					P		
			IEA					P		
			IEA		HP:0040282			P		
			IEA		HP:0040282			P		
			PCS		1/1			C		
			PCS		1/2			P		
			TAS					P		
			TAS					P		
			IEA					P		
			PCS					I		
			IEA					P		
			IEA					P		
			IEA					P		
			PCS		8/8			P		
			PCS		4/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/1			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		3/10			P		
			PCS		3/20			P		
			IEA					P		
			PCS		1/20			P		
			PCS		5/20			P		
			PCS		5/20			P		
			PCS		2/20			P		
			IEA					P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		3/20			P		
			PCS		5/20			P		
			PCS		2/20			P		
			PCS		3/20			P		
			PCS		1/20			P		
			PCS					I		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		9/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			IEA					P		
			PCS		1/20			P		
			PCS		3/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		20/20			P		
			PCS		1/20			P		
			PCS		2/17			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			IEA					P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			IEA					P		
			PCS		6/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		9/9			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		3/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		20/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		3/20			P		
			PCS		20/20			P		
			PCS		6/18			P		
			PCS		8/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		6/20			P		
			PCS		1/20			P		
			IEA					P		
			PCS		1/20			P		
			PCS		1/20			P		
			IEA					P		
			PCS		1/1			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		11/20			P		
			PCS		2/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		3/20			P		
			PCS		1/20			P		
			IEA					P		
			PCS		2/20			P		
			PCS		2/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		1/20			P		
			PCS		5/20			P		
			PCS		1/20			P		
			PCS					P		
			PCS		5/16			P		
			PCS					P		
			PCS					P		
			PCS		8/16			P		
			PCS					P		
			PCS					P		
			PCS		8/16			P		
			PCS					I		
			PCS					P		
			PCS					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					I		
			PCS		1/8			P		
			IEA					P		
			PCS		11/18			P		
			PCS		105/158			P		
			PCS		2/8			P		
			PCS		1/8			P		
			IEA					P		
			IEA					P		
			IEA					P		
			PCS		1/8			P		
			IEA					P		
			IEA					P		
			IEA					P		
			PCS		1/8			P		
			PCS					P		
			PCS		23/89			P		
			PCS		1/8			P		
			IEA					P		
			PCS		1/8			P		
			IEA					P		
			IEA					P		
			PCS		17/21			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			PCS		3/17			P		
			IEA					P		
			PCS					I		
			IEA					P		
			PCS		1/4			P		
			PCS		9/21			P		
			PCS		4/4			C		
			IEA					P		
			PCS		13/14			P		
			PCS					P		
			IEA					P		
			PCS		3/25			P		
			PCS		4/4			P		
			IEA					P		
			IEA					P		
			IEA		HP:0040283			P		
			IEA					P		
			IEA					P		
			PCS		1/8			P		
			IEA					P		
			IEA					P		
			PCS		1/8			P		
			PCS		1/8			P		
			PCS		1/4			P		
			PCS		1/4			P		
			PCS		3/4			P		
			PCS		1/4			P		
			IEA					P		
			IEA					P		
			PCS		1/4			P		
			IEA					P		
			IEA					P		
			PCS					P		
			PCS		HP:0040283			P		
			PCS		56/56			P		
			PCS		11/56			P		
			PCS		HP:0040283			P		
			PCS					P		
			PCS		HP:0040283			P		
			PCS					I		
			PCS					P		
			PCS		HP:0040283			P		
			PCS					P		
			PCS		56/56			P		
			PCS		3/7			P		
			PCS		3/7			P		
			PCS		7/10			C		
			PCS		0/10			P		
			PCS		7/10			P		
			PCS		5/10			P		
			PCS		7/8			P		
			PCS		4/7			P		
			PCS		10/10			P		
			PCS		0/10			P		
			PCS					I		
			PCS		3/10			C		
			PCS		3/10			P		
			PCS		5/7			P		
			PCS		0/9			P		
			PCS		0/10			P		
			PCS		6/10			P		
			PCS		5/7			P		
			TAS					P		
			PCS		3/3			P		
			PCS		23/23			C		
			PCS		3/3			P		
			PCS	HP:0003577	23/23			P		
			PCS		1/23			P		
			TAS		HP:0040283			P		
			TAS					P		
			PCS		26/26			P		
			PCS		3/3			P		
			TAS					P		
			PCS		15/23			P		
			PCS					I		
			TAS					P		
			TAS		HP:0040283			P		
			PCS		5/23			P		
			PCS					I		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			TAS					P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			TAS					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					I		
			IEA					P		
			PCS					P		
			PCS					C		
			PCS					P		
			PCS					P		
			PCS					P		
			PCS					I		
			PCS					P		
			IEA					P		
			IEA					I		
			PCS		2/3			P		
			PCS		1/2			P		
			PCS		1/1			P		
			PCS		3/3			P		
			PCS		5/8			P		
			PCS		8/12			P		
			PCS		2/15			P		
			PCS		1/1			P		
			PCS		9/11			P		
			PCS		3/3			C		
			PCS		1/1			P		
			PCS		1/1			C		
			PCS					P		
			PCS		1/1			P		
			TAS		HP:0040283			P		
			TAS					P		
			PCS		12/12			P		
			PCS		9/11			P		
			PCS		1/1			P		
			PCS					P		
			TAS					P		
			TAS					P		
			PCS		11/11			P		
			PCS		1/3			P		
			PCS		1/1			P		
			TAS					P		
			PCS					I		
			TAS		HP:0040283			P		
			PCS					P		
			TAS					P		
			TAS	HP:0003584				P		
			PCS		1/1			P		
			PCS		11/14			P		
			TAS		HP:0040283			P		
			TAS		HP:0040283			P		
			PCS		2/2			P		
			PCS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			PCS		2/3			P		
			TAS					P		
			TAS		HP:0040283			P		
			PCS					P		
			PCS		2/3			P		
			PCS					P		
			PCS		1/1			P		
			TAS					P		
			TAS		HP:0040283			P		
			TAS		HP:0040283			P		
			PCS					P		
			PCS		1/3			P		
			PCS		3/3			P		
			PCS		1/4			P		
			TAS		HP:0040283			P		
			PCS		1/4			P		
			PCS		2/4			P		
			PCS		3/3			P		
			PCS					I		
			PCS		1/4			P		
			TAS		HP:0040283			P		
			TAS		HP:0040283			P		
			PCS		1/4			P		
			PCS		3/4			P		
			PCS		14/14			P		
			PCS		1/1			P		
			PCS		3/3			C		
			PCS		1/1			P		
			TAS					P		
			TAS					P		
			PCS		2/3			P		
			TAS					P		
			PCS		1/1			P		
			PCS		1/2			P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		2/2			P		
			PCS		1/1			P		
			PCS	HP:0034197	1/1			P		
			TAS					P		
			PCS		3/3			P		
			PCS		1/1			P		
			PCS		1/2			P		
			PCS		1/2			P		
			TAS					P		
			PCS		1/1			P		
			PCS		2/2			P		
			PCS		1/1			P		
			PCS		1/2			P		
			PCS		2/2			P		
			PCS		1/1			P		
			PCS		2/3			P		
			PCS		1/1			P		
			PCS		1/2			P		
			PCS		1/2			P		
			PCS					I		
			IEA					P		
			PCS		7/7			P		
			PCS		2/3			P		
			PCS		1/2			P		
			PCS		1/2			P		
			TAS					P		
			IEA					P		
			PCS					I		
			PCS		2/2			P		
			TAS					P		
			TAS					P		
			PCS					I		
			PCS		8/8			P		
			PCS		5/5			P		
			IEA					P		
			TAS					P		
			PCS					I		
			PCS		6/6			P		
			PCS		6/6			P		
			PCS		1/2			P		
			PCS		1/2			C		
			PCS		2/2			P		
			PCS		1/2			P		
			PCS		2/2			P		
			PCS		1/2			P		
			PCS		2/2			P		
			PCS		1/1			P		
			PCS		2/2			P		
			PCS		1/2			P		
			PCS		1/1			P		
			PCS		1/3			P		
			PCS		1/2			P		
			PCS		1/2			P		
			PCS					P		
			PCS		1/2			C		
			TAS		HP:0040283			P		
			PCS		1/2			P		
			TAS					P		
			PCS		2/2			P		
			PCS		1/2			P		
			TAS		HP:0040283			P		
			PCS		2/2			P		
			PCS		2/2			P		
			PCS		1/2			P		
			PCS		1/2			P		
			PCS		2/2			P		
			PCS		1/3			P		
			PCS					I		
			PCS		1/2			P		
			PCS					P		
			PCS		2/2			P		
			PCS		1/2			P		
			PCS					P		
			PCS		1/2			P		
			PCS		1/2			P		
			PCS		1/2			P		
			PCS		2/2			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					I		
			IEA					P		
			PCS					P		
			PCS					C		
			PCS					I		
			PCS					P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		1/1			P		
			PCS		1/1			C		
			PCS					I		
			PCS					P		
			PCS		4/6			P		
			PCS		5/6			P		
			PCS		5/6			P		
			PCS		6/6			P		
			PCS					I		
			PCS		2/6			P		
			PCS		5/6			P		
			PCS		5/6			P		
			PCS					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					I		
			PCS		1/3			P		
			PCS		3/3			C		
			PCS		3/3			P		
			PCS					I		
			PCS		3/3			P		
			PCS		3/3			P		
			PCS		1/3			P		
			PCS		1/5			P		
			PCS		6/6			P		
			PCS		2/2			P		
			PCS		3/5			P		
			PCS					C		
			PCS		3/6			P		
			PCS		6/6			P		
			PCS		2/2			P		
			TAS					C		
			PCS		2/2			P		
			PCS		6/6			P		
			PCS		5/6			P		
			PCS		6/6			P		
			PCS		4/5			P		
			PCS		2/2			P		
			PCS		2/2			P		
			TAS					P		
			PCS		2/2			P		
			PCS		5/6			P		
			PCS		1/6			P		
			PCS		2/2			C		
			PCS		2/2			P		
			PCS		1/2			P		
			PCS		2/2			P		
			PCS		2/6			P		
			PCS		1/6			P		
			PCS		2/6			P		
			PCS		4/6			P		
			PCS		1/1			P		
			PCS		2/6			P		
			PCS		5/5			P		
			PCS					I		
			PCS		6/6			P		
			PCS		2/2			P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			IEA					P		
			TAS					P		
			TAS					I		
			TAS					P		
			TAS					P		
			TAS					P		
			IEA					P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			TAS					P		
			IEA					P		
			TAS					P		
			TAS					P		
			TAS				HP:0012825	P		
			TAS					P		
			IEA					P		
			IEA					I		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			PCS		5/6			P		
			IEA					P		
			IEA					P		
			PCS		2/6			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			PCS		2/6			P		
			IEA					P		
			PCS		2/6			P		
			IEA					P		
			TAS					P		
			IEA					P		
			TAS					P		
			IEA					P		
			TAS					P		
			PCS		2/6			P		
			PCS		1/6			P		
			IEA					P		
			IEA					P		
			PCS		4/6			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			PCS					I		
			IEA					P		
			TAS					P		
			IEA					P		
			PCS		3/6			P		
			IEA					P		
			PCS		1/6			P		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			IEA					P		
			PCS		1/6			P		
			TAS					P		
			PCS		3/6			P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			IEA					P		
			IEA					P		
			TAS					P		
			IEA					P		
			IEA					P		
			IEA					P		
			IEA					P		
